Fund Holdings as of,"2024/04/02"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"8233","TAKASHIMAYA LTD","Retail Trade","Equity","1,415,194,500.00","0.10","1,415,194,500.00","593,000.00","2,386.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6770","ALPS ALPINE LTD","Electric Appliances","Equity","1,413,712,000.00","0.10","1,413,712,000.00","1,186,000.00","1,192.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9101","NIPPON YUSEN","Marine Transportation","Equity","1,409,323,800.00","0.10","1,409,323,800.00","355,800.00","3,961.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"2501","SAPPORO HOLDINGS LTD","Foods","Equity","1,398,294,000.00","0.10","1,398,294,000.00","237,200.00","5,895.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5214","NIPPON ELECTRIC GLASS LTD","Glass & Ceramics Products","Equity","1,355,953,800.00","0.09","1,355,953,800.00","355,800.00","3,811.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8601","DAIWA SECURITIES GROUP INC","Securities","Equity","1,346,110,000.00","0.09","1,346,110,000.00","1,186,000.00","1,135.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"1801","TAISEI CORP","Construction","Equity","1,324,050,400.00","0.09","1,324,050,400.00","237,200.00","5,582.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5201","AGC INC","Glass & Ceramics Products","Equity","1,304,362,800.00","0.09","1,304,362,800.00","237,200.00","5,499.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6701","NEC CORP","Electric Appliances","Equity","1,298,670,000.00","0.09","1,298,670,000.00","118,600.00","10,950.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"3407","ASAHI KASEI CORP","Chemicals","Equity","1,273,764,000.00","0.09","1,273,764,000.00","1,186,000.00","1,074.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5714","DOWA HOLDINGS LTD","Nonferrous Metal","Equity","1,250,755,600.00","0.09","1,250,755,600.00","237,200.00","5,273.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4042","TOSOH CORP","Chemicals","Equity","1,230,178,500.00","0.08","1,230,178,500.00","593,000.00","2,074.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7202","ISUZU MOTORS LTD","Transportation Equipment","Equity","1,223,655,500.00","0.08","1,223,655,500.00","593,000.00","2,063.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7762","CITIZEN WATCH LTD","Precision Instruments","Equity","1,216,836,000.00","0.08","1,216,836,000.00","1,186,000.00","1,026.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5301","TOKAI CARBON LTD","Glass & Ceramics Products","Equity","1,197,860,000.00","0.08","1,197,860,000.00","1,186,000.00","1,010.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9007","ODAKYU ELECTRIC RAILWAY LTD","Land Transportation","Equity","1,152,792,000.00","0.08","1,152,792,000.00","593,000.00","1,944.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"1803","SHIMIZU CORP","Construction","Equity","1,141,525,000.00","0.08","1,141,525,000.00","1,186,000.00","962.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"1332","NISSUI CORP","Fishery, Agriculture & Forestry","Equity","1,106,775,200.00","0.08","1,106,775,200.00","1,186,000.00","933.20","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8604","NOMURA HOLDINGS INC","Securities","Equity","1,104,047,400.00","0.08","1,104,047,400.00","1,186,000.00","930.90","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"1605","INPEX CORP","Mining","Equity","1,102,742,800.00","0.08","1,102,742,800.00","474,400.00","2,324.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6302","SUMITOMO HEAVY INDUSTRIES LTD","Machinery","Equity","1,102,505,600.00","0.08","1,102,505,600.00","237,200.00","4,648.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9005","TOKYU CORP","Land Transportation","Equity","1,082,225,000.00","0.07","1,082,225,000.00","593,000.00","1,825.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6471","NSK LTD","Machinery","Equity","1,047,593,800.00","0.07","1,047,593,800.00","1,186,000.00","883.30","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8316","SUMITOMO MITSUI FINANCIAL GROUP IN","Banks","Equity","1,018,655,400.00","0.07","1,018,655,400.00","118,600.00","8,589.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4751","CYBER AGENT INC","Services","Equity","1,016,164,800.00","0.07","1,016,164,800.00","948,800.00","1,071.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9020","EAST JAPAN RAILWAY","Land Transportation","Equity","1,015,275,300.00","0.07","1,015,275,300.00","355,800.00","2,853.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6753","SHARP CORP","Electric Appliances","Equity","1,013,318,400.00","0.07","1,013,318,400.00","1,186,000.00","854.40","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4755","RAKUTEN GROUP INC","Services","Equity","998,374,800.00","0.07","998,374,800.00","1,186,000.00","841.80","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4183","MITSUI CHEMICALS INC","Chemicals","Equity","991,733,200.00","0.07","991,733,200.00","237,200.00","4,181.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9008","KEIO CORP","Land Transportation","Equity","964,929,600.00","0.07","964,929,600.00","237,200.00","4,068.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"3086","J.FRONT RETAILING LTD","Retail Trade","Equity","956,805,500.00","0.07","956,805,500.00","593,000.00","1,613.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8354","FUKUOKA FINANCIAL GROUP INC","Banks","Equity","925,080,000.00","0.06","925,080,000.00","237,200.00","3,900.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9147","NIPPON EXPRESS HOLDINGS INC","Land Transportation","Equity","911,085,200.00","0.06","911,085,200.00","118,600.00","7,682.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7186","CONCORDIA FINANCIAL GROUP LTD","Banks","Equity","884,044,400.00","0.06","884,044,400.00","1,186,000.00","745.40","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9001","TOBU RAILWAY LTD","Land Transportation","Equity","861,273,200.00","0.06","861,273,200.00","237,200.00","3,631.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"3402","TORAY INDUSTRIES INC","Textiles & Apparel","Equity","851,192,200.00","0.06","851,192,200.00","1,186,000.00","717.70","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5020","ENEOS HOLDINGS INC","Oil & Coal Products","Equity","844,550,600.00","0.06","844,550,600.00","1,186,000.00","712.10","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"MSJP","CASH COLLATERAL JPY MSJP","Other","Cash Collateral and Margins","825,842,556.00","0.06","825,842,556.00","825,842,556.00","100.00","Japan","-","JPY","1.00","JPY"
"5631","JAPAN STEEL WORKS LTD","Machinery","Equity","806,954,400.00","0.06","806,954,400.00","237,200.00","3,402.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9531","TOKYO GAS LTD","Electric Power & Gas","Equity","796,280,400.00","0.05","796,280,400.00","237,200.00","3,357.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9532","OSAKA GAS LTD","Electric Power & Gas","Equity","787,978,400.00","0.05","787,978,400.00","237,200.00","3,322.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"3861","OJI HOLDINGS CORP","Pulp & Paper","Equity","754,770,400.00","0.05","754,770,400.00","1,186,000.00","636.40","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8309","SUMITOMO MITSUI TRUST HOLDINGS INC","Banks","Equity","749,314,800.00","0.05","749,314,800.00","237,200.00","3,159.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6674","GS YUASA CORP","Electric Appliances","Equity","728,204,000.00","0.05","728,204,000.00","237,200.00","3,070.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9021","WEST JAPAN RAILWAY","Land Transportation","Equity","723,222,800.00","0.05","723,222,800.00","237,200.00","3,049.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7201","NISSAN MOTOR LTD","Transportation Equipment","Equity","697,368,000.00","0.05","697,368,000.00","1,186,000.00","588.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4043","TOKUYAMA CORP","Chemicals","Equity","641,744,600.00","0.04","641,744,600.00","237,200.00","2,705.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8795","T&D HOLDINGS INC","Insurance","Equity","616,482,800.00","0.04","616,482,800.00","237,200.00","2,599.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7205","HINO MOTORS LTD","Transportation Equipment","Equity","599,641,600.00","0.04","599,641,600.00","1,186,000.00","505.60","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4902","KONICA MINOLTA INC","Electric Appliances","Equity","583,867,800.00","0.04","583,867,800.00","1,186,000.00","492.30","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9602","TOHO (TOKYO) LTD","Information & Communication","Equity","580,547,000.00","0.04","580,547,000.00","118,600.00","4,895.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7012","KAWASAKI HEAVY INDUSTRIES LTD","Transportation Equipment","Equity","565,722,000.00","0.04","565,722,000.00","118,600.00","4,770.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4061","DENKA CO LTD","Chemicals","Equity","553,269,000.00","0.04","553,269,000.00","237,200.00","2,332.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5706","MITSUI MINING AND SMELTING LTD","Nonferrous Metal","Equity","540,223,000.00","0.04","540,223,000.00","118,600.00","4,555.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"2432","DENA LTD","Services","Equity","540,104,400.00","0.04","540,104,400.00","355,800.00","1,518.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4188","MITSUBISHI CHEMICAL GROUP CORP","Chemicals","Equity","530,438,500.00","0.04","530,438,500.00","593,000.00","894.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4506","SUMITOMO PHARMA LTD","Pharmaceutical","Equity","474,400,000.00","0.03","474,400,000.00","1,186,000.00","400.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7013","IHI CORP","Machinery","Equity","473,214,000.00","0.03","473,214,000.00","118,600.00","3,990.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"2768","SOJITZ CORP","Wholesale Trade","Equity","462,065,600.00","0.03","462,065,600.00","118,600.00","3,896.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8750","DAI-ICHI LIFE HOLDINGS INC","Insurance","Equity","449,849,800.00","0.03","449,849,800.00","118,600.00","3,793.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"1808","HASEKO CORP","Construction","Equity","441,192,000.00","0.03","441,192,000.00","237,200.00","1,860.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5401","NIPPON STEEL CORP","Iron & Steel","Equity","437,871,200.00","0.03","437,871,200.00","118,600.00","3,692.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4004","RESONAC HOLDINGS","Chemicals","Equity","414,151,200.00","0.03","414,151,200.00","118,600.00","3,492.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5233","TAIHEIYO CEMENT CORP","Glass & Ceramics Products","Equity","406,798,000.00","0.03","406,798,000.00","118,600.00","3,430.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4005","SUMITOMO CHEMICAL LTD","Chemicals","Equity","404,781,800.00","0.03","404,781,800.00","1,186,000.00","341.30","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7261","MAZDA MOTOR CORP","Transportation Equipment","Equity","403,358,600.00","0.03","403,358,600.00","237,200.00","1,700.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9202","ANA HOLDINGS INC","Air Transportation","Equity","370,506,400.00","0.03","370,506,400.00","118,600.00","3,124.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5801","FURUKAWA ELECTRIC LTD","Nonferrous Metal","Equity","367,304,200.00","0.03","367,304,200.00","118,600.00","3,097.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"6472","NTN CORP","Machinery","Equity","363,034,600.00","0.02","363,034,600.00","1,186,000.00","306.10","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8411","MIZUHO FINANCIAL GROUP INC","Banks","Equity","346,727,100.00","0.02","346,727,100.00","118,600.00","2,923.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4631","DIC CORP","Chemicals","Equity","341,449,400.00","0.02","341,449,400.00","118,600.00","2,879.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5711","MITSUBISHI MATERIALS CORP","Nonferrous Metal","Equity","336,468,200.00","0.02","336,468,200.00","118,600.00","2,837.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"3401","TEIJIN LTD","Textiles & Apparel","Equity","332,791,600.00","0.02","332,791,600.00","237,200.00","1,403.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4208","UBE CORP","Chemicals","Equity","314,942,300.00","0.02","314,942,300.00","118,600.00","2,655.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7004","HITACHI ZOSEN CORP","Machinery","Equity","300,058,000.00","0.02","300,058,000.00","237,200.00","1,265.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5411","JFE HOLDINGS INC","Iron & Steel","Equity","295,847,700.00","0.02","295,847,700.00","118,600.00","2,494.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"3436","SUMCO CORP","Metal Products","Equity","292,704,800.00","0.02","292,704,800.00","118,600.00","2,468.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8304","AOZORA BANK LTD","Banks","Equity","283,572,600.00","0.02","283,572,600.00","118,600.00","2,391.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9503","KANSAI ELECTRIC POWER INC","Electric Power & Gas","Equity","252,440,100.00","0.02","252,440,100.00","118,600.00","2,128.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"5406","KOBE STEEL LTD","Iron & Steel","Equity","237,081,400.00","0.02","237,081,400.00","118,600.00","1,999.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9502","CHUBU ELECTRIC POWER INC","Electric Power & Gas","Equity","228,720,100.00","0.02","228,720,100.00","118,600.00","1,928.50","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"4689","LY CORP","Information & Communication","Equity","179,797,600.00","0.01","179,797,600.00","474,400.00","379.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"3863","NIPPON PAPER INDUSTRIES LTD","Pulp & Paper","Equity","138,287,600.00","0.01","138,287,600.00","118,600.00","1,166.00","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"8308","RESONA HOLDINGS INC","Banks","Equity","108,886,660.00","0.01","108,886,660.00","118,600.00","918.10","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"9501","TOKYO ELECTRIC POWER HOLDINGS INC","Electric Power & Gas","Equity","107,404,160.00","0.01","107,404,160.00","118,600.00","905.60","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"7211","MITSUBISHI MOTORS CORP","Transportation Equipment","Equity","58,434,220.00","0.00","58,434,220.00","118,600.00","492.70","Japan","Tokyo Stock Exchange","JPY","1.00","JPY"
"NKM4","NIKKEI 225 (OSE) JUN 24","Other","Futures","0.00","0.00","15,648,640,000.00","392.00","39,920.00","-","Osaka Securities Exchange","JPY","1.00","JPY"
 
* The data source for the holdings data has changed on June 30th 2019. Holdings data on or after June 30th 2019 is based on data sourced in-house. * The reflection timing for holdings data in creation and redemption activities is different from accounting book of record * The data source and calculation methodology for NAV and Net Assets remains unchanged.
